hourlydate,csr_dni,csr_ghi,direction,dni,ghi,sd,solar_azimuth,solar_zenith,speed,t,tcc,td,tp
14/02/2022 09:00,203.2275515,301.0956935,56.41331518,2.222222222,80.14222222,0.011474609,140.4709669,69.09641884,11.18537889,1.68682251,1,0.259713745,0.080108643
14/02/2022 10:00,289.9151823,399.5497605,58.23951117,3.164444444,109.9555556,0.011754036,155.2657634,63.65229905,10.45716482,1.987039185,1,0.525506592,0.01335144
14/02/2022 11:00,336.9542092,451.984679,56.40542163,0.835555556,100.0533333,0.01147747,171.4309098,60.71108233,10.84796896,2.213128662,1,0.661904907,0.010490417
14/02/2022 12:00,337.754942,452.8729499,53.9087279,0.053333333,96.07111111,0.011457443,188.1641369,60.66083438,10.38515083,2.39548645,1,0.764199829,0.086307526
14/02/2022 13:00,292.2222217,402.1342942,56.04816327,1.493333333,84.62222222,0.011399269,204.3667843,63.50832663,10.45520398,2.485040283,1,0.755899048,0.205993652
14/02/2022 14:00,206.7045039,305.1079549,55.16130298,0.888888889,46.04444444,0.011394501,219.2196339,68.87507364,11.24253456,2.472955322,1,0.554055786,0.39768219
14/02/2022 15:00,98.09831184,174.9016439,51.9220972,0,9.031111111,0.012352943,232.4900088,76.18712912,11.6680443,2.305718994,1,0.527612305,0.605583191
14/02/2022 16:00,13.51072145,48.09612805,49.84021046,0,0.035555556,0.012257576,244.4158998,84.87168578,11.71345712,2.445306396,1,0.553659058,0.489234924
14/02/2022 17:00,0.0002921,0.721614734,48.60832602,0,0,0.012169838,255.4717552,94.44426258,11.59697578,2.506219482,1,0.499353027,0.241756439
14/02/2022 18:00,0,0,48.53163862,0,0,0.011929512,266.2379667,104.5045541,11.5662904,2.435510254,1,0.438409424,0.13256073
14/02/2022 19:00,0,0,47.75418553,0,0,0.011634827,277.39716,114.6876234,11.66080315,2.516732788,1,0.314492798,0.025272369
14/02/2022 20:00,0,0,50.05602155,0,0,0.01147747,289.8217661,124.5875689,11.3565914,2.575524902,0.997802734,0.196511841,0.015258789
14/02/2022 21:00,0,0,51.16173228,0,0,0.010822296,304.7012958,133.6409033,11.43119271,2.496865845,1,0.128259277,0.043869019
14/02/2022 22:00,0,0,49.67759715,0,0,0.010612488,323.4820298,140.9579855,11.74686917,2.551324463,1,0.181451416,0.042438507
14/02/2022 23:00,0,0,52.33549277,0,0,0.010653496,346.8512857,145.2381077,11.36786262,2.508203125,0.980957031,0.066278076,0.116825104
15/02/2022 00:00,0,0,52.63430954,0,0,0.010626793,12.54009348,145.2782034,11.21444268,2.589242554,0.92755127,0.084771729,0.01001358
15/02/2022 01:00,0,0,49.92832358,0,0,0.010716438,35.98351546,141.0633613,11.11243589,2.52364502,0.968780518,0.12532959,0.01001358
15/02/2022 02:00,0,0,49.39136426,0,0,0.009442329,54.84517622,133.7828454,10.78596477,2.568978882,0.967529297,0.35138855,0.012397766
15/02/2022 03:00,0,0,52.15808626,0,0,0.009758949,69.7778398,124.7420935,10.35747799,2.546884155,0.969543457,0.547692871,0.068664551
15/02/2022 04:00,0,0,57.73263931,0,0,0.00962925,82.2276096,114.8376461,10.23372369,2.583428955,0.989013672,0.690362549,0.022888184
15/02/2022 05:00,0,0,61.6062114,0,0,0.009461403,93.39079508,104.6365008,10.29618599,2.718865967,0.89276123,0.754159546,0.034332275
15/02/2022 06:00,0.000200895,0.679727151,64.76264948,0,0,0.009404182,104.1451608,94.54516106,10.33485812,2.701074219,1,0.714257813,0.068187714
15/02/2022 07:00,13.2268255,47.44874434,68.76905963,1.226666667,14.68444444,0.009374619,115.1774591,84.927284,10.50647197,2.538964844,0.7918396,0.560067749,0.078201294
15/02/2022 08:00,97.93799384,174.7672768,71.01982317,19.82222222,67.48444444,0.009310722,127.0734303,76.18092452,10.50504611,2.412179565,0.676452637,0.482904053,0.141143799
15/02/2022 09:00,207.6516091,306.3309969,71.14005782,24.90666667,100.5688889,0.008677483,140.317445,68.7888189,10.23342187,2.489190674,0.63369751,0.503213501,0.246524811
15/02/2022 10:00,294.6501997,405.0136634,70.05556404,40.03555556,132.3911111,0.008528709,155.1643507,63.32534919,9.678907422,2.763696289,1,0.641763306,0.20647049
15/02/2022 11:00,341.7949336,457.5260745,72.02754867,2.275555556,111.7155556,0.008914948,171.4006472,60.37272928,9.97029589,2.715905762,1,0.52477417,0.126838684
15/02/2022 12:00,342.569518,458.3847793,72.8675496,27.39555556,120.9066667,0.009091377,188.2132929,60.32401941,9.680042584,2.658685303,0.918884277,0.409341431,0.148296356
15/02/2022 13:00,296.8834492,407.5133291,72.81979757,35.25333333,99.48444444,0.0091362,204.4863516,63.18582248,10.06137575,2.571466064,0.97567749,0.311761475,0.437259674
15/02/2022 14:00,211.0244773,310.2165258,69.87888008,5.368888889,45.88444444,0.009203911,219.3900972,68.5743812,10.7093592,1.705209351,1,0.306756592,0.718593597
15/02/2022 15:00,101.6106381,179.4300026,72.5154131,0.302222222,11.32444444,0.009723663,232.6928679,75.90940199,10.63399899,1.43833313,1,0.357141113,0.690460205
15/02/2022 16:00,14.78412784,50.72099431,73.61104583,0,0.071111111,0.009600639,244.6393496,84.61360793,11.02630958,1.619683838,1,0.38868103,0.244140625
15/02/2022 17:00,0.000740674,0.966112432,68.51356869,0,0,0.009578705,255.710513,94.20008864,11.70272334,1.820672607,0.958740234,0.563043213,0.03528595
15/02/2022 18:00,0,0,67.44007489,0,0,0.009474754,266.4910411,104.2671459,12.07583692,2.000741577,0.983764648,0.875558472,0.009536743
15/02/2022 19:00,0,0,67.0213108,0,0,0.009339333,277.6651909,114.4485776,12.25327092,2.238092041,0.991882324,1.159707642,0.04863739
15/02/2022 20:00,0,0,63.72668926,0,0,0.009224892,290.1029422,124.3369,12.4837715,2.450830078,1,1.50625,0.112056732
15/02/2022 21:00,0,0,58.6238433,0,0,0.008662224,304.9822212,133.3672491,12.34502272,2.504724121,1,1.766091919,0.145435333
15/02/2022 22:00,0,0,49.92487548,0,0,0.008623123,323.7192749,140.652118,11.99518352,2.60050354,0.993408203,1.872415161,0.135421753
15/02/2022 23:00,0,0,44.32691643,0,0,0.008737564,346.9623714,144.9037641,11.53424523,2.606835938,0.881958008,1.901498413,0.04196167
16/02/2022 00:00,0,0,41.59133369,0,0,0.008808136,12.46948216,144.9400983,11.4103286,2.238137817,0.724029541,1.405618286,0.022888184
16/02/2022 01:00,0,0,42.45804934,0,0,0.009057045,35.77895362,140.7476276,11.2776442,1.914849854,0.669372559,0.933404541,0.022888184
16/02/2022 02:00,0,0,43.7414048,0,0,0.008202553,54.58871612,133.4957468,11.16839131,1.915719604,0.916351318,0.653482056,0.003814697
16/02/2022 03:00,0,0,47.56030888,0,0,0.007791519,69.51566864,124.4762223,10.68405461,1.636804199,0.938140869,0.346063232,0.00333786
16/02/2022 04:00,0,0,56.67153484,0,0,0.006483078,81.97552654,114.5826939,10.41861068,1.552011108,0.961914063,0.180352783,0.000953674
16/02/2022 05:00,0,0,64.28706636,0,0,0.005923271,93.15221736,104.3831329,10.60319058,1.242486572,0.987823486,-0.045111084,0
16/02/2022 06:00,0.000583554,0.779310549,72.24438075,0,0,0.005607605,103.9205477,94.2854652,10.80652232,0.707162476,0.985931396,-0.617269897,0.000953674
16/02/2022 07:00,14.64718748,50.37121656,81.46952856,9.635555556,25.42222222,0.005389214,114.9686401,84.65458485,11.02166593,0.840066528,0.984405518,-0.695425415,0
16/02/2022 08:00,101.9739254,179.7948787,88.72649059,51.53777778,99.78666667,0.005249977,126.8863892,75.88998558,11.02060548,1.456903076,0.929748535,-0.224920654,0.000476837
16/02/2022 09:00,212.6458312,311.9622818,95.83615693,60.42666667,138.08,0.004655838,140.1645661,68.47691488,11.04071691,2.0896698,0.581054688,0.346032715,0.001907349
16/02/2022 10:00,300.0151433,410.8812297,101.7091996,64.83555556,169.5288889,0.005016327,155.0644958,62.99429265,10.41204573,2.966485596,0.628479004,1.008294678,0.012874603
16/02/2022 11:00,347.28462,463.4673548,95.60914135,122.88,221.4222222,0.00493145,171.3732618,60.03065601,11.44046015,3.531137085,0.930328369,1.319436646,0.178813934
16/02/2022 12:00,348.02342,464.2854997,92.55913715,93.74222222,182.1866667,0.004980087,188.2666635,59.98412123,11.50769281,3.518106079,1,1.470223999,0.356197357
16/02/2022 13:00,302.147023,413.2641282,87.3334294,10.77333333,81.12,0.005126953,204.6109786,62.86102658,11.29888617,3.084771729,1,1.638787842,0.442028046
16/02/2022 14:00,215.8736094,315.6717695,79.67287862,0.106666667,28.05333333,0.005262375,219.5658275,68.27214512,10.87559865,2.503656006,1,1.656472778,0.548839569
16/02/2022 15:00,105.5200363,184.2668612,70.84276924,0,8.16,0.005664825,232.9007912,75.63069168,10.53942111,2.149636841,0.995605469,1.508538818,0.346660614
16/02/2022 16:00,16.23113431,53.60778846,66.47914523,0,0.177777778,0.005639076,244.8675251,84.35487864,10.38311383,2.082345581,0.993408203,1.407830811,0.064373016
16/02/2022 17:00,0.001708746,1.394196799,69.60109501,0,0,0.005433083,255.9536776,93.95538202,9.802063282,2.140176392,0.969207764,1.385827637,0.006198883
16/02/2022 18:00,0,0,78.0630988,0,0,0.005269051,266.748273,104.0291367,9.135457328,2.095178223,0.997802734,1.294320679,0.005245209
16/02/2022 19:00,0,0,89.35951989,0,0,0.005125046,277.9371851,114.2086938,8.395009982,2.003900146,1,1.213479614,0.01335144
16/02/2022 20:00,0,0,104.6701391,0,0,0.004829407,290.3878857,124.0850005,7.856305779,1.798547363,1,1.053872681,0.08392334
16/02/2022 21:00,0,0,124.5701128,0,0,0.00375843,305.2666651,133.0918469,7.999448561,1.361199951,1,0.922433472,0.357151031
16/02/2022 22:00,0,0,138.1275345,0,0,0.00422287,323.9599479,140.3439216,8.581455648,1.023538208,1,0.698220825,0.737667084
16/02/2022 23:00,0,0,137.8739533,0,0,0.003875732,347.0776848,144.56644,9.278949288,0.983483887,1,0.571603394,0.974655151
17/02/2022 00:00,0,0,131.5811343,0,0,0.003871918,12.40429715,144.5981554,9.1923589,0.923242188,1,0.502496338,0.730514526
17/02/2022 01:00,0,0,126.4853669,0,0,0.003382683,35.57931591,140.4272387,9.057131465,0.968591309,1,0.57328186,0.730514526
17/02/2022 02:00,0,0,127.7599734,0,0,0.002923965,54.33549922,133.2036031,9.124550692,0.950585938,0.980651855,0.537911987,0.778675079
17/02/2022 03:00,0,0,127.0189382,0,0,0.00396347,69.25529173,124.2052839,9.47469331,0.924752808,0.997802734,0.50057373,0.799655914
17/02/2022 04:00,0,0,114.3715633,0,0,0.00412941,81.72432501,114.3228166,9.616105922,1.13666687,1,0.899133301,0.75340271
17/02/2022 05:00,0,0,91.20338653,0,0,0.003936768,92.9140016,104.1250239,10.08460642,2.40279541,1,2.075372314,0.499248505
17/02/2022 06:00,0.0014794,1.33509406,81.28930566,0,0,0.003677368,103.6960304,94.02120231,10.38042804,3.399957275,1,2.9646698,0.323295593
17/02/2022 07:00,16.18383802,53.44353748,89.57344999,0,4.231111111,0.003393173,114.7598444,84.37746418,9.424226615,3.539178467,1,3.152902222,0.442504883
17/02/2022 08:00,106.1126848,184.9156119,106.1137305,0,16.99555556,0.003118515,126.6995149,75.59474352,8.966703495,3.500634766,1,3.129907227,0.549316406
17/02/2022 09:00,217.7141744,317.6632967,114.0476746,0,22.91555556,0.002467155,140.0123144,68.16082696,9.263864982,3.534448242,1,3.188912964,0.789642334
17/02/2022 10:00,305.437059,416.8027428,119.1924775,0,22.89777778,0.003203392,154.9661749,62.65924595,7.972817808,3.245202637,1,2.914880371,0.896453857
17/02/2022 11:00,352.8181224,469.4492638,125.00057,0,28.46222222,0.003056526,171.3487313,59.68497461,7.623188364,3.023614502,1,2.67258606,0.822067261
17/02/2022 12:00,353.5111247,470.2158793,121.0451944,0,24.87111111,0.002800941,188.3242272,59.64124786,7.579804964,2.708184814,1,2.396142578,0.772476196
17/02/2022 13:00,307.4386053,419.0369448,102.7322148,0,23.48444444,0.002666473,204.7406325,62.53404102,6.983141895,2.575692749,1,2.367730713,0.663757324
17/02/2022 14:00,220.7524691,321.1469285,83.85322539,0,16.48,0.002680779,219.74677,67.96845669,6.464149985,2.637567139,1,2.469400024,0.6275177
17/02/2022 15:00,109.4801475,189.1351279,65.29856829,0,5.848888889,0.003141403,233.1137021,75.35107427,5.615802627,2.623483276,1,2.476464844,0.682830811
17/02/2022 16:00,17.76619233,56.59036909,9.992626115,0,0.106666667,0.002960205,245.100332,84.09555721,4.786183224,2.394281006,1,2.255136108,0.781059265
17/02/2022 17:00,0.003548867,1.622821094,328.324483,0,0,0.002661705,256.2011402,93.7101862,8.854640482,1.468865967,1,1.448709106,0.956058502
17/02/2022 18:00,0,0,322.3458762,0,0,0.00265789,267.009539,103.790557,12.15895753,0.733987427,1,0.614816284,1.112937927
17/02/2022 19:00,0,0,330.1941128,0,0,0.002791405,278.2130005,113.9679932,13.62467522,0.625390625,1,0.300637817,0.713348389
17/02/2022 20:00,0,0,336.3110507,0,0,0.002747536,290.6764286,123.831889,14.61432048,0.637872314,1,-0.100439453,0.63419342
17/02/2022 21:00,0,0,339.9845203,0,0,0.002189636,305.5544269,132.8147223,15.03873869,0.449502563,1,-0.586553955,0.294685364
17/02/2022 22:00,0,0,342.5394641,0,0,0.002641678,324.203817,140.0334436,14.25055936,0.19928894,0.997802734,-1.208105469,0.079154968
17/02/2022 23:00,0,0,346.0334012,0,0,0.002076149,347.196984,144.2262184,14.19697852,-0.154211426,0.97845459,-1.686148071,0.018596649
18/02/2022 00:00,0,0,345.997357,0,0,0.002487183,12.34435015,144.2524963,14.01593101,-0.446936035,0.938690186,-2.009268188,0.001430511
18/02/2022 01:00,0,0,345.3565332,0,0,0.001637459,35.3845335,140.1023341,13.56269463,-0.569052124,0.919433594,-2.28520813,0.001430511
18/02/2022 02:00,0,0,346.1208539,0,0,0.000411034,54.0855441,132.9065504,12.96694859,-0.606085205,0.922210693,-2.546362305,0.001430511
18/02/2022 03:00,0,0,347.3211007,0,0,0.00048542,68.99675718,123.9294058,12.58539265,-0.613363647,0.825714111,-2.622106934,0.004291534
18/02/2022 04:00,0,0,348.8210857,0,0,0.000154495,81.47405339,114.0581363,12.48063592,-0.540441895,0.673187256,-2.633352661,0.00667572
18/02/2022 05:00,0,0,351.5333293,0,0,0,92.67618613,103.8622943,12.18078479,-0.192358398,0.861938477,-2.522314453,0.014305115
18/02/2022 06:00,0.003331875,1.60794178,356.240255,0,0.053333333,0,103.4716334,93.75249322,11.53260262,0.15368042,0.737182617,-2.262289429,0.030994415
18/02/2022 07:00,17.84189743,56.66721378,3.296357486,9.457777778,25.15555556,0,114.551081,84.09604383,11.03106857,0.46315918,0.828887939,-1.932348633,0.019550323
18/02/2022 08:00,110.3521158,190.1266501,9.592111865,32.19555556,78.18666667,0,126.5127997,75.2953203,11.30538433,0.597940063,0.803039551,-1.714239502,0.033855438
18/02/2022 09:00,222.853973,323.4310212,12.78355912,53.52888889,137.5466667,0,139.8606674,67.84067496,11.92084966,0.945230103,0.872344971,-1.798345947,0.020503998
18/02/2022 10:00,310.9131534,422.7751417,8.332842617,41.6,153.6,0,154.8693579,62.32032429,11.90719988,1.233514404,0.869995117,-2.377050781,0.029563904
18/02/2022 11:00,358.3926903,475.4688359,9.513244286,77.79555556,188.3911111,0,171.3270273,59.33579483,11.87148494,1.51015625,0.921417236,-2.441030884,0.03194809
18/02/2022 12:00,359.0300309,476.1731485,13.13813978,44.99555556,159.04,0,188.3859576,59.29550411,11.75177216,1.501901245,0.899505615,-2.33182373,0.026226044
18/02/2022 13:00,312.755792,424.8292648,16.88838236,49.26222222,141.6888889,0,204.8752761,62.2049639,11.38777854,1.627557373,0.891601563,-2.059698486,0.005722046
18/02/2022 14:00,225.6587776,326.6397203,19.54444964,37.03111111,99.92888889,0,219.9328669,67.66340257,10.46127576,1.665872192,0.556915283,-1.636602783,0.000953674
18/02/2022 15:00,113.4883511,194.0323736,22.41137177,21.45777778,46.88,0,233.3315217,75.07062084,10.48605364,1.277429199,0.315490723,-1.245550537,0
18/02/2022 16:00,19.39031748,59.66588998,23.92083202,0.32,1.422222222,0,245.3376743,83.83569775,10.01537561,0.972070313,0.379455566,-1.047293091,0
18/02/2022 17:00,0.006789958,1.792951536,22.67237772,0,0,0,256.452791,93.46453954,9.93409442,0.902185059,0.407470703,-0.944403076,0
18/02/2022 18:00,0,0,24.88933218,0,0,0,267.2747147,103.5514321,9.217083644,0.787850952,0.531951904,-0.972280884,0
18/02/2022 19:00,0,0,30.05929343,0,0,0,278.4924947,113.7264926,8.779342723,0.71907959,0.344299316,-1.011083984,0.000953674
18/02/2022 20:00,0,0,39.61274609,0,0,0,290.9684034,123.5775803,8.385574196,0.53586731,0.210388184,-0.966741943,0
18/02/2022 21:00,0,0,50.03659931,0,0,0,305.845307,132.5358978,8.434217254,0.416223145,0.888702393,-0.790792847,0.000476837
18/02/2022 22:00,0,0,56.43287101,0,0,0,324.4506525,139.7207283,8.268078702,0.138833618,0.531005859,-0.932592773,0
18/02/2022 23:00,0,0,66.15767531,0,0,0,347.3200281,143.8831793,8.493100561,0.368447876,0.576934814,-0.7175354,0
19/02/2022 00:00,0,0,69.87844811,0,0,0.00140667,12.28944776,143.9032398,8.730449781,0.419656372,1,-0.587408447,0.004291534
19/02/2022 01:00,0,0,84.49919261,0,0,0.000612259,35.19452645,139.7730522,7.473258266,0.848352051,1,-0.048727417,0.004291534
19/02/2022 02:00,0,0,91.61602215,0,0,0,53.83885781,132.6047253,7.940734578,1.093637085,1,0.281015015,0.029087067
19/02/2022 03:00,0,0,100.7688432,0,0,0.000993729,68.74010361,123.648717,7.557565265,1.073388672,1,0.241799927,0.079154968
19/02/2022 04:00,0,0,120.0703834,0,0,0.001049995,81.22475245,113.7887768,7.519437557,0.809289551,1,0.046563721,0.208377838
19/02/2022 05:00,0,0,144.741886,0,0,0.000369072,92.43880292,103.5950661,7.874920511,0.653924561,1,-0.079229736,0.357151031
19/02/2022 06:00,0.006850675,1.790730128,154.6657088,0,0.088888889,0.000188828,103.2473757,93.47946007,8.310088882,0.624719238,1,-0.168615723,0.466823578
19/02/2022 07:00,19.62615828,60.04218821,165.7707067,0,9.742222222,0,114.3423536,83.81044664,8.299301926,0.674462891,1,-0.236349487,0.636100769
19/02/2022 08:00,114.689908,195.4250825,178.6404345,0,31.75111111,0,126.3262308,74.99183841,7.790599558,0.738061523,1,-0.153067017,0.617980957
19/02/2022 09:00,228.0625119,329.2624118,191.7087594,0,68.83555556,0,139.7095975,67.51657864,7.982523478,0.714547729,1,-0.250997925,0.394821167
19/02/2022 10:00,316.4406241,428.7953731,209.9289587,0.195555556,90.41777778,8.30E-05,154.7740098,61.97764212,7.868558433,1.20383606,1,-0.058859253,0.277519226
19/02/2022 11:00,364.0055885,481.5231348,221.8749485,0.124444444,91.80444444,0,171.3081175,58.98322497,8.168680659,1.0896698,1,0.023126221,0.214576721
19/02/2022 12:00,364.5775703,482.1545837,231.1853469,1.671111111,98.41777778,0,188.4518249,58.94699268,9.019608634,1.073831177,1,0.068490601,0.171661377
19/02/2022 13:00,318.0962234,430.6386323,243.150757,5.333333333,109.4933333,6.68E-05,205.0148695,61.87389069,9.220454565,0.989373779,1,0.089944458,0.170707703
19/02/2022 14:00,230.5903069,332.1479286,257.2325022,0.977777778,60.05333333,0,220.1240576,67.35706635,9.067987642,0.777200317,1,0.093927002,0.194549561
19/02/2022 15:00,117.5420778,198.956249,274.477337,0,22.75555556,0,233.5541684,74.78939905,8.661365449,0.717431641,1,0.051690674,0.185489655
19/02/2022 16:00,21.10419599,62.83108412,289.5281617,0,1.084444444,0,245.5794544,83.57535091,9.140890428,0.615884399,1,-0.321798706,0.12922287
19/02/2022 17:00,0.012185338,2.406217945,297.9538409,0,0,0,256.708519,93.21847705,9.356927626,0.334451294,1,-1.273001099,0.048160553
19/02/2022 18:00,0,0,307.1096316,0,0,0,267.5436757,103.3117845,8.75747412,-0.154653931,1,-2.727514648,0.004768372
19/02/2022 19:00,0,0,319.441344,0,0,0,278.7755254,113.4842062,8.030770354,-0.639761353,1,-3.80272522,0
19/02/2022 20:00,0,0,333.4830655,0,0,0,291.2636433,123.3220865,8.637648129,-1.107244873,1,-4.355535889,0
19/02/2022 21:00,0,0,342.150708,0,0,0,306.1391074,132.2553941,8.768241519,-1.196661377,1,-3.991888428,0
19/02/2022 22:00,0,0,349.9664376,0,0,0,324.7002275,139.4058184,8.138370084,-0.720846558,0.417602539,-2.928015137,0
19/02/2022 23:00,0,0,0.513610652,0,0,0,347.4465789,143.5374014,8.281277551,-0.489141846,0.330993652,-2.281134033,0
20/02/2022 00:00,0,0,10.54591606,0,0,0,12.23939453,143.5505032,8.527153659,-0.331686401,0.734039307,-2.001150513,0
20/02/2022 01:00,0,0,20.59091767,0,0,4.67E-05,35.00920719,139.4395312,8.958299919,-0.130667114,0.690643311,-1.681188965,0
20/02/2022 02:00,0,0,25.12919182,0,0,0,53.5954389,132.2982652,9.295894023,-0.055151367,0.414550781,-1.46678772,0
20/02/2022 03:00,0,0,31.18440911,0,0,0,68.48536276,123.3633479,8.979033905,-0.239447021,0.530151367,-1.471243286,0
20/02/2022 04:00,0,0,38.07967937,0,0,0.001102448,80.97645771,113.5148638,9.035256815,-0.506887817,0.963134766,-1.600454712,0
20/02/2022 05:00,0,0,41.98080631,0,0,0.001698494,92.2018798,103.3234629,8.571573422,-0.555639648,0.996246338,-1.593954468,0.000953674
20/02/2022 06:00,0.013122816,2.459646843,45.89124811,0,0.426666667,0.001885414,103.0232729,93.2022266,8.062409173,-0.180334473,1,-1.244039917,0.003814697
20/02/2022 07:00,21.54097994,63.56739054,47.90076945,3.857777778,28.92444444,0.001765251,114.1336629,83.52079684,7.196352313,0.065499878,1,-1.038366699,0.011920929
20/02/2022 08:00,119.1235976,200.8079085,52.03029721,3.146666667,63.14666667,0.001488686,126.1397925,74.68442149,6.446295586,0.669778442,1,-0.553625488,0.026226044
20/02/2022 09:00,233.3370166,335.1543882,48.52253129,11.71555556,99.59111111,0.000600815,139.5590743,67.18865865,6.252729703,1.03737793,1,-0.385107422,0.044822693
20/02/2022 10:00,322.0166425,434.8603707,42.47519844,24.21333333,136.1066667,0.001059532,154.6800928,61.63131445,4.660762616,1.213082886,0.959289551,-0.348471069,0.129699707
20/02/2022 11:00,369.6540752,487.6092275,31.95379809,39.21777778,156.4088889,0.00097084,171.2919668,58.62737348,4.264853123,1.213357544,0.919219971,-0.440863037,0.174999237
20/02/2022 12:00,370.1511802,488.1574758,20.2507882,49.88444444,183.6977778,0.001024246,188.5217972,58.5958161,4.169683979,1.506402588,0.995605469,-0.731588745,0.095844269
20/02/2022 13:00,323.4575529,436.4626132,9.018244,64.60444444,153.1911111,0.001139641,205.1593706,61.54091633,4.104958002,1.492547607,0.760314941,-0.668554687,0.046253204
20/02/2022 14:00,235.5448477,337.6693644,3.649631452,54.08,112.8355556,0.001236916,220.3202793,67.04953075,4.606280796,1.501535034,0.770111084,-0.362417603,0.023365021
20/02/2022 15:00,121.6387823,203.9044475,2.559649151,13.13777778,43.50222222,0.001832008,233.7815592,74.50747548,4.940888539,1.240930176,0.595275879,-0.39230957,0.004768372
20/02/2022 16:00,22.90815275,66.08244069,5.743378851,0.337777778,2.168888889,0.001740456,245.825573,83.31456616,5.256320954,0.614511108,0.785064697,-0.550238037,0.002384186
20/02/2022 17:00,0.020679785,2.762677587,8.639230521,0,0,0.001566887,256.9682121,92.97203268,5.290465108,0.447702026,0.726257324,-0.674291992,0.000476837
20/02/2022 18:00,0,0,17.86878818,0,0,0.001394272,267.8162963,103.0716357,5.485369067,0.014459229,0.733428955,-1.060202026,0.000476837
20/02/2022 19:00,0,0,24.5800227,0,0,0.001290321,279.0619496,113.2411477,6.153459589,-0.127783203,0.760437012,-1.260534668,0.01001358
20/02/2022 20:00,0,0,28.12997542,0,0,0.001169205,291.5619813,123.0654203,5.986444233,-0.397421265,0.792266846,-1.509664917,0.008583069
20/02/2022 21:00,0,0,37.63340473,0,0,0.000500679,306.435632,131.9732325,5.801522174,-0.402731323,0.825714111,-1.56645813,0.007629395
20/02/2022 22:00,0,0,49.17610109,0,0,0.000752449,324.9523193,139.0887579,5.561317875,-0.341543579,0.863922119,-1.722357178,0.00667572
20/02/2022 23:00,0,0,54.84395213,0,0,0.000705719,347.5764031,143.1889639,5.921404986,-0.529730225,0.713562012,-1.921621704,0.003814697
21/02/2022 00:00,0,0,64.41158657,0,0,0.000609398,12.19399619,143.1944043,5.568937634,-0.942221069,0.701904297,-3.140814209,0.000953674
21/02/2022 01:00,0,0,85.00373718,0,0,0.000749588,34.82848411,139.1019099,5.334309482,-1.049505615,0.672637939,-3.17432251,0.000953674
21/02/2022 02:00,0,0,95.49991806,0,0,0.000222206,53.35528074,131.987309,6.153389175,-1.440893555,0.704162598,-3.273519897,0.001430511
21/02/2022 03:00,0,0,109.1416228,0,0,0.000995636,68.23256236,123.0734312,6.377476414,-1.816473389,0.936218262,-3.728674316,0.001430511
21/02/2022 04:00,0,0,128.4440567,0,0,0.00091362,80.72920201,113.236525,7.051165704,-1.886785889,0.979644775,-3.671011353,0.002384186
21/02/2022 05:00,0,0,129.2596856,0,0,0.000772476,91.96544288,103.0476105,7.97235732,-1.949209595,0.987792969,-3.716452026,0.001907349
21/02/2022 06:00,0.023630676,2.841737508,134.7417607,0,0.551111111,0.000507355,102.7993394,92.92091855,9.09205097,-1.765982056,1,-3.792669678,0.001430511
21/02/2022 07:00,23.59018637,67.2410052,143.7926078,2.773333333,24.92444444,0.000180244,113.9250086,83.22722061,10.04870337,-1.481802368,1,-3.575033569,0.001430511
21/02/2022 08:00,123.650567,206.272032,145.0469532,1.368888889,58.56,0,125.9534685,74.37319512,11.08150309,-0.771047974,1,-3.315344238,0.018119812
21/02/2022 09:00,238.6746407,341.1038184,146.7446061,0,73.04888889,0,139.4090665,66.85703752,12.38969072,-0.229360962,1,-2.806646729,0.13923645
21/02/2022 10:00,327.6383355,440.9670351,155.2659674,0.195555556,62.93333333,0,154.5875682,61.2814581,10.93987496,0.040963745,1,-2.228521729,0.509262085
21/02/2022 11:00,375.3353781,493.724158,158.5257642,0.053333333,51.55555556,0,171.2785395,58.26835058,11.86940283,0.023599243,1,-1.639807129,0.913619995
21/02/2022 12:00,375.7482754,494.1790991,151.363632,1.688888889,43.05777778,0,188.5958415,58.24207859,13.08848498,0.051889038,1,-1.179037476,1.270294189
21/02/2022 13:00,328.8374162,442.2987607,152.4337458,0,24.76444444,0.00060463,205.308736,61.20613729,12.66029676,0.049066162,1,-0.77020874,1.186847687
21/02/2022 14:00,240.5201768,343.2018282,149.3285534,0.16,20.97777778,0.001532555,220.5214676,66.74087976,12.33914045,0.408441162,1,-0.440328979,1.109600067
21/02/2022 15:00,125.7759166,208.8746672,143.1733168,0,9.208888889,0.002425194,234.0136087,74.22491777,11.39400959,0.646936035,0.996246338,-0.009069824,0.754356384
21/02/2022 16:00,24.80212531,69.4162859,132.1887322,0,0.746666667,0.002893448,246.0759293,83.05339399,10.24287922,0.909738159,0.909393311,0.456124878,0.489234924
21/02/2022 17:00,0.033453851,3.039800525,118.9815977,0,0,0.003247261,257.2317565,92.72524154,9.238752173,1.418832397,0.997802734,0.890924072,0.269889832
21/02/2022 18:00,0,0,108.5940337,0,0,0.003715515,268.0924499,102.8310088,9.003845408,2.180673218,0.976593018,1.449517822,0.361919403
21/02/2022 19:00,0,0,105.2695127,0,0,0.003817558,279.3516239,112.9973329,9.231818841,2.035531616,0.996246338,1.452172852,0.559806824
21/02/2022 20:00,0,0,104.6309145,0,0,0.003688812,291.8632512,122.807597,9.070164775,1.702157593,0.995941162,1.284326172,0.835895538
